"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
25027701100,25,027,701100,79.7,1.319,3
25027702200,25,027,702200,79.4,1.48,3
25027703100,25,027,703100,73.7,1.4293,3
25027703200,25,027,703200,78.5,1.3108,3
25027703300,25,027,703300,80,1.595,3
25027704200,25,027,704200,79.1,1.783,3
25027705100,25,027,705100,80.7,1.5295,3
25027706100,25,027,706100,80.6,2.4264,1
25027707100,25,027,707100,78.7,1.4762,3
25027707200,25,027,707200,74.6,1.9766,3
25027707300,25,027,707300,75.8,1.6328,3
25027707400,25,027,707400,78.1,2.721,3
25027707500,25,027,707500,79.1,1.0812,3
25027708100,25,027,708100,79.8,1.7349,3
25027709100,25,027,709100,80.7,1.6899,3
25027709201,25,027,709201,84.2,2.0951,3
25027709202,25,027,709202,81.9,1.576,3
25027709400,25,027,709400,74.6,1.7498,3
25027709501,25,027,709501,81.4,1.3249,2
25027709502,25,027,709502,80.1,1.3493,3
25027709600,25,027,709600,76.8,2.4936,3
25027709701,25,027,709701,78.4,1.3059,3
25027709702,25,027,709702,81.2,3.3006,3
25027710100,25,027,710100,74.4,1.3707,3
25027710200,25,027,710200,82,1.3693,3
25027710300,25,027,710300,75.4,1.4185,3
25027710400,25,027,710400,80.5,2.1778,3
25027710500,25,027,710500,78.1,1.8221,3
25027710600,25,027,710600,78.6,1.997,1
25027710800,25,027,710800,77.1,1.1739,2
25027711000,25,027,711000,77.1,2.0382,3
25027711100,25,027,711100,81.6,1.2907,3
25027712101,25,027,712101,83.4,2.0251,3
25027712102,25,027,712102,85.5,2.5593,3
25027713100,25,027,713100,82.2,1.1091,3
25027715100,25,027,715100,82.5,1.5365,3
25027716100,25,027,716100,79.8,1.2241,3
25027716200,25,027,716200,74,1.6791,3
25027716300,25,027,716300,79,1.8912,3
25027717100,25,027,717100,82.9,2.0059,3
25027718100,25,027,718100,89.2,3.3891,3
25027719100,25,027,719100,82.1,1.317,3
25027720100,25,027,720100,80.3,1.5389,3
25027721101,25,027,721101,82.2,2.4993,3
25027721102,25,027,721102,82.4,2.1996,3
25027722100,25,027,722100,84.4,2.4614,3
25027723100,25,027,723100,82,1.3942,3
25027724100,25,027,724100,80.4,1.5218,3
25027725100,25,027,725100,80.5,1.446,3
25027726100,25,027,726100,78.7,1.4484,3
25027726200,25,027,726200,78.4,1.4886,3
25027727100,25,027,727100,83.3,1.7843,3
25027728100,25,027,728100,80.7,1.1902,3
25027728200,25,027,728200,81,1.4145,3
25027728300,25,027,728300,80.4,1.4552,3
25027728400,25,027,728400,84,2.2496,3
25027729100,25,027,729100,80.2,0.713,2
25027729200,25,027,729200,80.9,1.8303,3
25027730100,25,027,730100,79.2,1.5708,3
25027730200,25,027,730200,80,1.6434,3
25027730300,25,027,730300,79.9,1.2642,3
25027730401,25,027,730401,78.7,1.3808,3
25027730402,25,027,730402,79.8,3.7915,2
25027730500,25,027,730500,77.1,1.795,3
25027730600,25,027,730600,84,1.2772,3
25027730700,25,027,730700,80.4,1.3228,1
25027730801,25,027,730801,81.3,1.1522,2
25027730802,25,027,730802,82.3,2.1272,3
25027730901,25,027,730901,79.3,1.2286,3
25027730902,25,027,730902,80.1,1.1297,2
25027731001,25,027,731001,76.8,1.5231,3
25027731002,25,027,731002,77.3,1.7301,3
25027731101,25,027,731101,80.8,2.0508,3
25027731102,25,027,731102,82.5,2.6674,3
25027731203,25,027,731203,81.9,3.1278,3
25027731204,25,027,731204,74.1,2.7944,3
25027731300,25,027,731300,77.4,1.8262,2
25027731400,25,027,731400,74.4,1.6699,3
25027731500,25,027,731500,76.3,1.2593,2
25027731600,25,027,731600,79,1.3694,2
25027731700,25,027,731700,77.9,1.4344,2
25027731800,25,027,731800,81.4,2.9167,3
25027731900,25,027,731900,78.9,3.762,3
25027732002,25,027,732002,73.9,1.1439,3
25027732201,25,027,732201,78,1.8537,3
25027732202,25,027,732202,78.7,1.564,3
25027732203,25,027,732203,74.9,1.6495,3
25027732301,25,027,732301,79.1,1.3196,3
25027732302,25,027,732302,81,3.0236,3
25027732400,25,027,732400,71.6,1.3834,3
25027732500,25,027,732500,72.9,2.2211,3
25027732600,25,027,732600,80.4,2.9521,3
25027732700,25,027,732700,75.2,1.6768,3
25027732801,25,027,732801,80.5,1.29,2
25027732802,25,027,732802,79.2,1.6713,3
25027732901,25,027,732901,78.9,1.1041,2
25027733000,25,027,733000,74.9,2.2025,3
25027733101,25,027,733101,77,1.2571,3
25027733102,25,027,733102,77.6,1.486,3
25027735100,25,027,735100,82,1.6019,3
25027735200,25,027,735200,78.9,1.299,3
25027736100,25,027,736100,80.8,1.5137,3
25027736200,25,027,736200,79.8,1.5455,3
25027736300,25,027,736300,80.6,1.3917,3
25027736400,25,027,736400,79.2,1.4991,3
25027736500,25,027,736500,80.4,1.3367,3
25027737100,25,027,737100,79.7,1.6383,3
25027737200,25,027,737200,75,2.2531,3
25027737300,25,027,737300,78.8,1.0721,3
25027738100,25,027,738100,81,1.7731,3
25027738201,25,027,738201,77.8,1.3442,3
25027738202,25,027,738202,82.8,2.1902,3
25027739100,25,027,739100,81.8,1.1735,3
25027739200,25,027,739200,81.2,1.3466,3
25027739300,25,027,739300,84.5,1.9876,3
25027739400,25,027,739400,82.7,0.9999,3
25027739500,25,027,739500,85.2,2.0811,3
25027740101,25,027,740101,80.8,1.0764,3
25027740200,25,027,740200,81.1,2.2214,3
25027741101,25,027,741101,85.4,2.1172,3
25027741102,25,027,741102,86,2.838,3
25027742300,25,027,742300,79.3,1.1571,3
25027742401,25,027,742401,82,1.6474,3
25027742402,25,027,742402,79.4,1.4966,3
25027743100,25,027,743100,81.5,1.3122,3
25027744101,25,027,744101,81.8,1.3331,3
25027744102,25,027,744102,80.8,1.106,3
25027744200,25,027,744200,79.1,1.2744,3
25027744300,25,027,744300,78.4,1.3432,3
25027744400,25,027,744400,80.6,1.5284,3
25027745100,25,027,745100,83.5,1.8947,3
25027746100,25,027,746100,81.1,1.6226,3
25027747101,25,027,747101,81.9,1.8568,3
25027747102,25,027,747102,76,1.4254,3
25027748100,25,027,748100,83.6,2.9837,3
25027749100,25,027,749100,79.1,1.212,3
25027749200,25,027,749200,81.7,1.8012,3
25027750100,25,027,750100,78.4,1.3059,3
25027750200,25,027,750200,80.4,1.0678,3
25027750300,25,027,750300,78.1,1.5623,3
25027751101,25,027,751101,82.1,2.6798,3
25027751102,25,027,751102,84.4,3.3532,3
25027752100,25,027,752100,77.1,2.4741,3
25027753100,25,027,753100,80.6,2.0226,3
25027753200,25,027,753200,76.7,1.2157,3
25027754100,25,027,754100,78.5,1.446,3
25027754200,25,027,754200,76.4,1.585,3
25027754300,25,027,754300,73.9,1.7499,3
25027754400,25,027,754400,77.6,1.2819,3
25027755100,25,027,755100,75.4,1.1245,3
25027755200,25,027,755200,81.1,1.7761,1
25027756101,25,027,756101,79.2,1.3972,3
25027756102,25,027,756102,81.6,1.6726,3
25027757100,25,027,757100,81,1.7993,3
25027757200,25,027,757200,74.4,1.8926,3
25027757300,25,027,757300,80.2,3.1858,3
25027757400,25,027,757400,79.8,1.8716,3
25027757500,25,027,757500,79.4,1.1831,3
25027758101,25,027,758101,77.9,2.4933,3
25027758102,25,027,758102,82.6,1.8426,3
25027759100,25,027,759100,84.4,2.9369,3
25027760100,25,027,760100,79.9,1.6782,3
25027761100,25,027,761100,78.2,1.3171,2
25027761200,25,027,761200,80.8,1.1444,3
25027761300,25,027,761300,81.9,1.4354,3
25027761400,25,027,761400,81.9,1.3855,3

